gene_name,gene_type
YBX1,GOAD_microglial
YDJC,GOAD_microglial
YIPF7,GOAD_microglial
YWHAG,GOAD_microglial
ZBP1,GOAD_microglial
ZBTB16,GOAD_microglial
ZDHHC21,GOAD_microglial
ZFAND2A,GOAD_microglial
ZFHX3,GOAD_microglial
ZFP358,GOAD_microglial
ZFP365,GOAD_microglial
ZFP367,GOAD_microglial
ZFP36L2,GOAD_microglial
ZFP408,GOAD_microglial
ZFP503,GOAD_microglial
ZFP618,GOAD_microglial
ZFP704,GOAD_microglial
ZFP710,GOAD_microglial
ZFP740,GOAD_microglial
ZFP90,GOAD_microglial
ZFP91,GOAD_microglial
ZMAT3,GOAD_microglial
ZMYND15,GOAD_microglial
ZSCAN2,GOAD_microglial
ZWILCH,GOAD_microglial
1600014C23RIK,GOAD_astrocyte
1700016K19RIK,GOAD_astrocyte
1700017B05RIK,GOAD_astrocyte
1700019G17RIK,GOAD_astrocyte
1700084C01RIK,GOAD_astrocyte
2610034M16RIK,GOAD_astrocyte
4930506M07RIK,GOAD_astrocyte
9330159F19RIK,GOAD_astrocyte
AACS,GOAD_astrocyte
AASS,GOAD_astrocyte
ABAT,GOAD_astrocyte
ABCB9,GOAD_astrocyte
ABCC9,GOAD_astrocyte
ABCD2,GOAD_astrocyte
ABHD2,GOAD_astrocyte
ABHD6,GOAD_astrocyte
ACAT3,GOAD_astrocyte
ACOT10,GOAD_astrocyte
ACOT11,GOAD_astrocyte
ACOT9,GOAD_astrocyte
ACSBG1,GOAD_astrocyte
ACSL3,GOAD_astrocyte
ACSL5,GOAD_astrocyte
ACSL6,GOAD_astrocyte
ACSS1,GOAD_astrocyte
ACSS2,GOAD_astrocyte
ADAMTSL2,GOAD_astrocyte
ADHFE1,GOAD_astrocyte
ADK,GOAD_astrocyte
ADORA2B,GOAD_astrocyte
AEBP1,GOAD_astrocyte
AF251705,GOAD_astrocyte
AFAP1L2,GOAD_astrocyte
AGL,GOAD_astrocyte
AGPAT5,GOAD_astrocyte
AHNAK,GOAD_astrocyte
AI464131,GOAD_astrocyte
AI661453,GOAD_astrocyte
AK1,GOAD_astrocyte
AKR1C14,GOAD_astrocyte
ALDH18A1,GOAD_astrocyte
ALDH1L1,GOAD_astrocyte
ALDH1L2,GOAD_astrocyte
ALDOC,GOAD_astrocyte
ALG8,GOAD_astrocyte
ALKBH7,GOAD_astrocyte
AMPD2,GOAD_astrocyte
ANGPTL4,GOAD_astrocyte
ANKRD29,GOAD_astrocyte
ANXA4,GOAD_astrocyte
APBB1IP,GOAD_astrocyte
APLN,GOAD_astrocyte
APLP1,GOAD_astrocyte
APOL9A,GOAD_astrocyte
APOL9B,GOAD_astrocyte
ARHGAP9,GOAD_astrocyte
ARHGDIG,GOAD_astrocyte
ARL4D,GOAD_astrocyte
ARMC3,GOAD_astrocyte
ARNT2,GOAD_astrocyte
ARRB1,GOAD_astrocyte
ART3,GOAD_astrocyte
ARX,GOAD_astrocyte
ASNS,GOAD_astrocyte
ASPG,GOAD_astrocyte
ASTN1,GOAD_astrocyte
ATP13A4,GOAD_astrocyte
ATP13A5,GOAD_astrocyte
ATP1A1,GOAD_astrocyte
ATP1A2,GOAD_astrocyte
ATP2B4,GOAD_astrocyte
ATP9A,GOAD_astrocyte
ATXN2,GOAD_astrocyte
B3GALTL,GOAD_astrocyte
B4GALT1,GOAD_astrocyte
BAALC,GOAD_astrocyte
BAG1,GOAD_astrocyte
BAI3,GOAD_astrocyte
BBC3,GOAD_astrocyte
BBOX1,GOAD_astrocyte
BC005764,GOAD_astrocyte
BCL2A1C,GOAD_astrocyte
BCL3,GOAD_astrocyte
BEND6,GOAD_astrocyte
BIK,GOAD_astrocyte
BTBD17,GOAD_astrocyte
C1QTNF4,GOAD_astrocyte
C4B,GOAD_astrocyte
CAB39,GOAD_astrocyte
CABLES1,GOAD_astrocyte
CACNB3,GOAD_astrocyte
CALM2,GOAD_astrocyte
CAR14,GOAD_astrocyte
CAR2,GOAD_astrocyte
CASP4,GOAD_astrocyte
CAST,GOAD_astrocyte
CBR3,GOAD_astrocyte
CBS,GOAD_astrocyte
CCBL1,GOAD_astrocyte
CCDC102A,GOAD_astrocyte
CCDC19,GOAD_astrocyte
CCK,GOAD_astrocyte
CCL3,GOAD_astrocyte
CCL4,GOAD_astrocyte
CCL5,GOAD_astrocyte
CCL6,GOAD_astrocyte
CCNJL,GOAD_astrocyte
CD14,GOAD_astrocyte
CD24A,GOAD_astrocyte
CD3D,GOAD_astrocyte
CD40,GOAD_astrocyte
CD52,GOAD_astrocyte
CD83,GOAD_astrocyte
CD9,GOAD_astrocyte
CDC20,GOAD_astrocyte
CDC42EP5,GOAD_astrocyte
CDH19,GOAD_astrocyte
CDH2,GOAD_astrocyte
CDH20,GOAD_astrocyte
CDT1,GOAD_astrocyte
CEND1,GOAD_astrocyte
CGREF1,GOAD_astrocyte
CH25H,GOAD_astrocyte
CHAF1A,GOAD_astrocyte
CHCHD10,GOAD_astrocyte
CHGB,GOAD_astrocyte
CHST1,GOAD_astrocyte
CHST8,GOAD_astrocyte
CIDEB,GOAD_astrocyte
CITED4,GOAD_astrocyte
CKAP5,GOAD_astrocyte
CKB,GOAD_astrocyte
CLCN2,GOAD_astrocyte
CLEC7A,GOAD_astrocyte
CLIC1,GOAD_astrocyte
CLIP1,GOAD_astrocyte
CLU,GOAD_astrocyte
CML1,GOAD_astrocyte
CML3,GOAD_astrocyte
CML5,GOAD_astrocyte
CMPK2,GOAD_astrocyte
CMTM3,GOAD_astrocyte
CNP,GOAD_astrocyte
CNTFR,GOAD_astrocyte
COBLL1,GOAD_astrocyte
CORO1A,GOAD_astrocyte
COTL1,GOAD_astrocyte
COX6A2,GOAD_astrocyte
COX7A2L,GOAD_astrocyte
CPEB3,GOAD_astrocyte
CPLX1,GOAD_astrocyte
CPNE8,GOAD_astrocyte
CRLF3,GOAD_astrocyte
CROCC,GOAD_astrocyte
CROT,GOAD_astrocyte
CS,GOAD_astrocyte
CSGALNACT1,GOAD_astrocyte
CST3,GOAD_astrocyte
CST7,GOAD_astrocyte
CTH,GOAD_astrocyte
CTSF,GOAD_astrocyte
CTSS,GOAD_astrocyte
CTXN1,GOAD_astrocyte
CTXN2,GOAD_astrocyte
CXCL10,GOAD_astrocyte
CXCL14,GOAD_astrocyte
CXCL5,GOAD_astrocyte
CXCR3,GOAD_astrocyte
CXCR6,GOAD_astrocyte
CYGB,GOAD_astrocyte
CYP2J9,GOAD_astrocyte
CYP4F15,GOAD_astrocyte
CYP51,GOAD_astrocyte
CYP7B1,GOAD_astrocyte
CYTH4,GOAD_astrocyte
D630039A03RIK,GOAD_astrocyte
DAP,GOAD_astrocyte
DBP,GOAD_astrocyte
DBX2,GOAD_astrocyte
DDT,GOAD_astrocyte
DEXI,GOAD_astrocyte
DFNA5,GOAD_astrocyte
DHCR24,GOAD_astrocyte
DHCR7,GOAD_astrocyte
DHRS13,GOAD_astrocyte
DHRS7,GOAD_astrocyte
DHX58,GOAD_astrocyte
DIO2,GOAD_astrocyte
DMP1,GOAD_astrocyte
DMRTA2,GOAD_astrocyte
DNAJC10,GOAD_astrocyte
DNER,GOAD_astrocyte
DOK4,GOAD_astrocyte
DOK7,GOAD_astrocyte
DOLPP1,GOAD_astrocyte
DTX1,GOAD_astrocyte
DUSP2,GOAD_astrocyte
DUSP26,GOAD_astrocyte
DUSP3,GOAD_astrocyte
DUSP7,GOAD_astrocyte
DYNC1I1,GOAD_astrocyte
EEF1A1,GOAD_astrocyte
EGR1,GOAD_astrocyte
EGR2,GOAD_astrocyte
EIF1A,GOAD_astrocyte
ELOVL2,GOAD_astrocyte
ELOVL4,GOAD_astrocyte
ELOVL6,GOAD_astrocyte
EML1,GOAD_astrocyte
EMP1,GOAD_astrocyte
EMX2,GOAD_astrocyte
ENHO,GOAD_astrocyte
ENKUR,GOAD_astrocyte
ENTPD1,GOAD_astrocyte
ENTPD2,GOAD_astrocyte
EPB4.1L3,GOAD_astrocyte
EPDR1,GOAD_astrocyte
ESRRB,GOAD_astrocyte
ETV4,GOAD_astrocyte
ETV5,GOAD_astrocyte
EVI2A,GOAD_astrocyte
F3,GOAD_astrocyte
FABP3,GOAD_astrocyte
FABP5,GOAD_astrocyte
FADS1,GOAD_astrocyte
FADS2,GOAD_astrocyte
FAM101B,GOAD_astrocyte
FAM117A,GOAD_astrocyte
FAM171B,GOAD_astrocyte
FAM174A,GOAD_astrocyte
FAM181B,GOAD_astrocyte
FAM195A,GOAD_astrocyte
FAM20A,GOAD_astrocyte
FAM49A,GOAD_astrocyte
FAM69A,GOAD_astrocyte
FAM69B,GOAD_astrocyte
FAM69C,GOAD_astrocyte
FAM84A,GOAD_astrocyte
FBLIM1,GOAD_astrocyte
FBLN7,GOAD_astrocyte
FBXL22,GOAD_astrocyte
FBXL7,GOAD_astrocyte
FBXO27,GOAD_astrocyte
FBXW17,GOAD_astrocyte
FCER1G,GOAD_astrocyte
FCGR2B,GOAD_astrocyte
FCGR3,GOAD_astrocyte
FCRLS,GOAD_astrocyte
FDPS,GOAD_astrocyte
FES,GOAD_astrocyte
FEZ1,GOAD_astrocyte
FEZF2,GOAD_astrocyte
FGFR3,GOAD_astrocyte
FGL2,GOAD_astrocyte
FHL5,GOAD_astrocyte
FHOD1,GOAD_astrocyte
FJX1,GOAD_astrocyte
FKBP10,GOAD_astrocyte
FLNC,GOAD_astrocyte
FNDC4,GOAD_astrocyte
FOLH1,GOAD_astrocyte
FOXG1,GOAD_astrocyte
FOXRED2,GOAD_astrocyte
FREM1,GOAD_astrocyte
FUT9,GOAD_astrocyte
FZD1,GOAD_astrocyte
FZD10,GOAD_astrocyte
FZD2,GOAD_astrocyte
G0S2,GOAD_astrocyte
GABRG1,GOAD_astrocyte
GAL3ST4,GOAD_astrocyte
GAP43,GOAD_astrocyte
GAPDH,GOAD_astrocyte
GBP9,GOAD_astrocyte
GCAT,GOAD_astrocyte
GCNT1,GOAD_astrocyte
GCNT2,GOAD_astrocyte
GDA,GOAD_astrocyte
GDF1,GOAD_astrocyte
GDPD1,GOAD_astrocyte
GFAP,GOAD_astrocyte
GGT7,GOAD_astrocyte
GGTA1,GOAD_astrocyte
GJB6,GOAD_astrocyte
GKN1,GOAD_astrocyte
GLCE,GOAD_astrocyte
GLI1,GOAD_astrocyte
GLI2,GOAD_astrocyte
GLUL,GOAD_astrocyte
GM13152,GOAD_astrocyte
GM16442,GOAD_astrocyte
GM4907,GOAD_astrocyte
GM4951,GOAD_astrocyte
GM4987,GOAD_astrocyte
GM694,GOAD_astrocyte
GNG13,GOAD_astrocyte
GNG2,GOAD_astrocyte
GNG3,GOAD_astrocyte
GPD1,GOAD_astrocyte
GPHN,GOAD_astrocyte
GPR156,GOAD_astrocyte
GPR19,GOAD_astrocyte
GPR84,GOAD_astrocyte
GPRC5B,GOAD_astrocyte
GPT,GOAD_astrocyte
GRAMD1B,GOAD_astrocyte
GRB10,GOAD_astrocyte
GRIN2C,GOAD_astrocyte
GRM3,GOAD_astrocyte
GSDMD,GOAD_astrocyte
GSTM1,GOAD_astrocyte
GSTM2,GOAD_astrocyte
GSTM5,GOAD_astrocyte
GSTO1,GOAD_astrocyte
GYS1,GOAD_astrocyte
H3F3B,GOAD_astrocyte
H6PD,GOAD_astrocyte
HAPLN1,GOAD_astrocyte
HAUS4,GOAD_astrocyte
HCLS1,GOAD_astrocyte
HCRTR1,GOAD_astrocyte
HCST,GOAD_astrocyte
HDHD3,GOAD_astrocyte
HECA,GOAD_astrocyte
HEG1,GOAD_astrocyte
HES5,GOAD_astrocyte
HHATL,GOAD_astrocyte
HIP1,GOAD_astrocyte
HIPK1,GOAD_astrocyte
HMGB2,GOAD_astrocyte
HMGCR,GOAD_astrocyte
HMGCS1,GOAD_astrocyte
HNMT,GOAD_astrocyte
HPDL,GOAD_astrocyte
HPX,GOAD_astrocyte
HRH1,GOAD_astrocyte
HSD17B7,GOAD_astrocyte
HSPG2,GOAD_astrocyte
HTRA1,GOAD_astrocyte
ICA1,GOAD_astrocyte
ICAM1,GOAD_astrocyte
ID4,GOAD_astrocyte
IDH1,GOAD_astrocyte
IDI1,GOAD_astrocyte
IFI203,GOAD_astrocyte
IFI204,GOAD_astrocyte
IFI27L2A,GOAD_astrocyte
IFI35,GOAD_astrocyte
IFI44,GOAD_astrocyte
IFIT2,GOAD_astrocyte
IFIT3,GOAD_astrocyte
IFITM1,GOAD_astrocyte
IGFBP2,GOAD_astrocyte
IL18,GOAD_astrocyte
IL1B,GOAD_astrocyte
IL3RA,GOAD_astrocyte
IL4I1,GOAD_astrocyte
IMPA2,GOAD_astrocyte
INHBB,GOAD_astrocyte
INPP5D,GOAD_astrocyte
IQGAP1,GOAD_astrocyte
IRF7,GOAD_astrocyte
ISG15,GOAD_astrocyte
ISG20,GOAD_astrocyte
ISM1,GOAD_astrocyte
ITGAX,GOAD_astrocyte
ITGB1,GOAD_astrocyte
ITGB7,GOAD_astrocyte
ITIH3,GOAD_astrocyte
KANK4,GOAD_astrocyte
KAZALD1,GOAD_astrocyte
KCNC4,GOAD_astrocyte
KCNJ10,GOAD_astrocyte
KCNJ16,GOAD_astrocyte
KCNK1,GOAD_astrocyte
KCNN2,GOAD_astrocyte
KCTD12,GOAD_astrocyte
KIF21B,GOAD_astrocyte
KIF5A,GOAD_astrocyte
KIRREL2,GOAD_astrocyte
KLHL32,GOAD_astrocyte
KY,GOAD_astrocyte
LAMC2,GOAD_astrocyte
LAP3,GOAD_astrocyte
LCAT,GOAD_astrocyte
LCK,GOAD_astrocyte
LCP1,GOAD_astrocyte
LDB2,GOAD_astrocyte
LDHB,GOAD_astrocyte
LDLR,GOAD_astrocyte
LFNG,GOAD_astrocyte
LGALS3,GOAD_astrocyte
LGI1,GOAD_astrocyte
LGI2,GOAD_astrocyte
LHX2,GOAD_astrocyte
LIMA1,GOAD_astrocyte
LMO4,GOAD_astrocyte
LMO7,GOAD_astrocyte
LOX,GOAD_astrocyte
LRRC23,GOAD_astrocyte
LRRC24,GOAD_astrocyte
LRRC4,GOAD_astrocyte
LSP1,GOAD_astrocyte
LSS,GOAD_astrocyte
LTB,GOAD_astrocyte
LUZP2,GOAD_astrocyte
LY6H,GOAD_astrocyte
LY86,GOAD_astrocyte
LYPD6,GOAD_astrocyte
LYZ1,GOAD_astrocyte
LYZ2,GOAD_astrocyte
MAL2,GOAD_astrocyte
MALL,GOAD_astrocyte
MAP3K8,GOAD_astrocyte
MATN2,GOAD_astrocyte
MBOAT2,GOAD_astrocyte
MCM5,GOAD_astrocyte
MEGF10,GOAD_astrocyte
MERTK,GOAD_astrocyte
MFN1,GOAD_astrocyte
MGLL,GOAD_astrocyte
MID1IP1,GOAD_astrocyte
MILL2,GOAD_astrocyte
MKI67,GOAD_astrocyte
MLF1,GOAD_astrocyte
MMD2,GOAD_astrocyte
MNDA,GOAD_astrocyte
MRAS,GOAD_astrocyte
MS4A4B,GOAD_astrocyte
MSRB3,GOAD_astrocyte
MT1,GOAD_astrocyte
MT2,GOAD_astrocyte
MTHFD1,GOAD_astrocyte
MTHFD2,GOAD_astrocyte
MUM1L1,GOAD_astrocyte
MVD,GOAD_astrocyte
MVK,GOAD_astrocyte
MX2,GOAD_astrocyte
MYCN,GOAD_astrocyte
MYLIP,GOAD_astrocyte
MYO1H,GOAD_astrocyte
MYOM3,GOAD_astrocyte
NAA15,GOAD_astrocyte
NAIP2,GOAD_astrocyte
NAP1L1,GOAD_astrocyte
NAT8,GOAD_astrocyte
NAT8B,GOAD_astrocyte
NCAM1,GOAD_astrocyte
NCF4,GOAD_astrocyte
NDP,GOAD_astrocyte
NDRG2,GOAD_astrocyte
NES,GOAD_astrocyte
NEURL2,GOAD_astrocyte
NGEF,GOAD_astrocyte
NGFR,GOAD_astrocyte
NHLRC1,GOAD_astrocyte
NINJ2,GOAD_astrocyte
NKAIN4,GOAD_astrocyte
NLGN1,GOAD_astrocyte
NOV,GOAD_astrocyte
NPAS4,GOAD_astrocyte
NR1D1,GOAD_astrocyte
NR2E1,GOAD_astrocyte
NR2F1,GOAD_astrocyte
NRCAM,GOAD_astrocyte
NRSN1,GOAD_astrocyte
NRXN1,GOAD_astrocyte
NSG2,GOAD_astrocyte
NT5DC3,GOAD_astrocyte
NTN1,GOAD_astrocyte
NTSR2,GOAD_astrocyte
NUDT10,GOAD_astrocyte
NWD1,GOAD_astrocyte
NXPH3,GOAD_astrocyte
OAS1C,GOAD_astrocyte
OAS1F,GOAD_astrocyte
OAS2,GOAD_astrocyte
OASL1,GOAD_astrocyte
OLFM1,GOAD_astrocyte
OLFML3,GOAD_astrocyte
OLIG1,GOAD_astrocyte
OLIG2,GOAD_astrocyte
OMG,GOAD_astrocyte
OSBPL10,GOAD_astrocyte
OSGIN2,GOAD_astrocyte
OSMR,GOAD_astrocyte
OSTF1,GOAD_astrocyte
OTUD7A,GOAD_astrocyte
PAFAH1B3,GOAD_astrocyte
PAQR7,GOAD_astrocyte
PAQR8,GOAD_astrocyte
PARP9,GOAD_astrocyte
PAWR,GOAD_astrocyte
PBK,GOAD_astrocyte
PBX3,GOAD_astrocyte
PCDH20,GOAD_astrocyte
PCDHB10,GOAD_astrocyte
PCYT2,GOAD_astrocyte
PDE1B,GOAD_astrocyte
PDGFD,GOAD_astrocyte
PDK2,GOAD_astrocyte
PDK4,GOAD_astrocyte
PEX11A,GOAD_astrocyte
PFKM,GOAD_astrocyte
PFN2,GOAD_astrocyte
PGM2,GOAD_astrocyte
PGP,GOAD_astrocyte
PGRMC1,GOAD_astrocyte
PHACTR3,GOAD_astrocyte
PHF11,GOAD_astrocyte
PHGDH,GOAD_astrocyte
PHLPP1,GOAD_astrocyte
PI15,GOAD_astrocyte
PIGS,GOAD_astrocyte
PIK3IP1,GOAD_astrocyte
PLA1A,GOAD_astrocyte
PLCB4,GOAD_astrocyte
PLCD1,GOAD_astrocyte
PLCD4,GOAD_astrocyte
PLEKHO2,GOAD_astrocyte
PLS3,GOAD_astrocyte
PLSCR1,GOAD_astrocyte
PLXND1,GOAD_astrocyte
PMEPA1,GOAD_astrocyte
PMM1,GOAD_astrocyte
PNPLA7,GOAD_astrocyte
POR,GOAD_astrocyte
PPAP2B,GOAD_astrocyte
PPAP2C,GOAD_astrocyte
PPAPDC3,GOAD_astrocyte
PPARA,GOAD_astrocyte
PPIL6,GOAD_astrocyte
PPP1R12A,GOAD_astrocyte
PPP1R3D,GOAD_astrocyte
PPP1R3G,GOAD_astrocyte
PQLC3,GOAD_astrocyte
PRC1,GOAD_astrocyte
PRKCSH,GOAD_astrocyte
PRKD1,GOAD_astrocyte
PRNP,GOAD_astrocyte
PRODH,GOAD_astrocyte
PRR5,GOAD_astrocyte
PRX,GOAD_astrocyte
PTGS1,GOAD_astrocyte
PTGS2,GOAD_astrocyte
PTPLAD1,GOAD_astrocyte
PTPLB,GOAD_astrocyte
PTPN13,GOAD_astrocyte
PTPN18,GOAD_astrocyte
PTPN6,GOAD_astrocyte
PXMP2,GOAD_astrocyte
RAB19,GOAD_astrocyte
RAB33A,GOAD_astrocyte
RAB3IL1,GOAD_astrocyte
RAB9,GOAD_astrocyte
RAC2,GOAD_astrocyte
RALGDS,GOAD_astrocyte
RANBP3L,GOAD_astrocyte
RAPGEF3,GOAD_astrocyte
RASA3,GOAD_astrocyte
RASAL2,GOAD_astrocyte
RASD2,GOAD_astrocyte
RASGEF1A,GOAD_astrocyte
RAVER2,GOAD_astrocyte
RDH11,GOAD_astrocyte
RECK,GOAD_astrocyte
REEP1,GOAD_astrocyte
RELL1,GOAD_astrocyte
REPIN1,GOAD_astrocyte
RET,GOAD_astrocyte
RGS1,GOAD_astrocyte
RGS10,GOAD_astrocyte
RGS17,GOAD_astrocyte
RGS7,GOAD_astrocyte
RHBDF2,GOAD_astrocyte
RIMKLA,GOAD_astrocyte
RIPPLY3,GOAD_astrocyte
RND1,GOAD_astrocyte
RNF182,GOAD_astrocyte
ROCK1,GOAD_astrocyte
RPE65,GOAD_astrocyte
RPL12,GOAD_astrocyte
RPL13,GOAD_astrocyte
RPL13A,GOAD_astrocyte
RPL26L1,GOAD_astrocyte
RPL35A,GOAD_astrocyte
RPL36A,GOAD_astrocyte
RPL5,GOAD_astrocyte
RPLP1,GOAD_astrocyte
RPS12,GOAD_astrocyte
RPS18,GOAD_astrocyte
RPS20,GOAD_astrocyte
RPS24,GOAD_astrocyte
RPS3A,GOAD_astrocyte
RPS4X,GOAD_astrocyte
RPS4Y2,GOAD_astrocyte
RRAS,GOAD_astrocyte
RSAD2,GOAD_astrocyte
SALL1,GOAD_astrocyte
SAP30,GOAD_astrocyte
SBK1,GOAD_astrocyte
SC5D,GOAD_astrocyte
SCARA3,GOAD_astrocyte
SCD2,GOAD_astrocyte
SCG3,GOAD_astrocyte
SCO2,GOAD_astrocyte
SDC4,GOAD_astrocyte
SDF2,GOAD_astrocyte
SDR39U1,GOAD_astrocyte
SEC14L2,GOAD_astrocyte
SEMA3B,GOAD_astrocyte
SEMA4A,GOAD_astrocyte
SEMA4B,GOAD_astrocyte
SEMA4D,GOAD_astrocyte
SERP2,GOAD_astrocyte
SERPINA3N,GOAD_astrocyte
SESTD1,GOAD_astrocyte
SH3BGRL3,GOAD_astrocyte
SHISA4,GOAD_astrocyte
SKAP1,GOAD_astrocyte
SKIL,GOAD_astrocyte
SLAIN2,GOAD_astrocyte
SLC13A5,GOAD_astrocyte
SLC15A2,GOAD_astrocyte
SLC19A2,GOAD_astrocyte
SLC1A3,GOAD_astrocyte
SLC22A17,GOAD_astrocyte
SLC25A18,GOAD_astrocyte
SLC25A24,GOAD_astrocyte
SLC25A29,GOAD_astrocyte
SLC25A33,GOAD_astrocyte
SLC26A6,GOAD_astrocyte
SLC29A4,GOAD_astrocyte
SLC35E4,GOAD_astrocyte
SLC38A3,GOAD_astrocyte
SLC39A12,GOAD_astrocyte
SLC41A1,GOAD_astrocyte
SLC43A2,GOAD_astrocyte
SLC46A1,GOAD_astrocyte
SLC4A4,GOAD_astrocyte
SLC7A10,GOAD_astrocyte
SLC9A3R1,GOAD_astrocyte
SLCO4A1,GOAD_astrocyte
SLFN2,GOAD_astrocyte
SLFN3,GOAD_astrocyte
SLFN5,GOAD_astrocyte
SLITRK5,GOAD_astrocyte
SLMAP,GOAD_astrocyte
SMAD6,GOAD_astrocyte
SMOX,GOAD_astrocyte
SMPD1,GOAD_astrocyte
SMPDL3A,GOAD_astrocyte
SNAI2,GOAD_astrocyte
SORBS2,GOAD_astrocyte
SOX1,GOAD_astrocyte
SOX8,GOAD_astrocyte
SOX9,GOAD_astrocyte
SPAG5,GOAD_astrocyte
SPAG9,GOAD_astrocyte
SPATA13,GOAD_astrocyte
SPC25,GOAD_astrocyte
SPEF2,GOAD_astrocyte
SPHK1,GOAD_astrocyte
SPP1,GOAD_astrocyte
SPRY2,GOAD_astrocyte
SQLE,GOAD_astrocyte
ST6GALNAC5,GOAD_astrocyte
ST8SIA5,GOAD_astrocyte
ST8SIA6,GOAD_astrocyte
STAMBPL1,GOAD_astrocyte
STMN3,GOAD_astrocyte
SULF1,GOAD_astrocyte
SULF2,GOAD_astrocyte
SYN2,GOAD_astrocyte
SYNPO2,GOAD_astrocyte
SYT5,GOAD_astrocyte
TBC1D10A,GOAD_astrocyte
TCF15,GOAD_astrocyte
TEAD2,GOAD_astrocyte
TEF,GOAD_astrocyte
TGFB1,GOAD_astrocyte
TGFBI,GOAD_astrocyte
THBS1,GOAD_astrocyte
THRSP,GOAD_astrocyte
THSD7A,GOAD_astrocyte
TIFA,GOAD_astrocyte
TIMP4,GOAD_astrocyte
TIPARP,GOAD_astrocyte
TKT,GOAD_astrocyte
TLCD1,GOAD_astrocyte
TLR12,GOAD_astrocyte
TLR2,GOAD_astrocyte
TM6SF1,GOAD_astrocyte
TM7SF2,GOAD_astrocyte
TMEM129,GOAD_astrocyte
TMEM130,GOAD_astrocyte
TMEM132A,GOAD_astrocyte
TMEM229A,GOAD_astrocyte
TMEM25,GOAD_astrocyte
TMEM35,GOAD_astrocyte
TMEM38B,GOAD_astrocyte
TMEM55A,GOAD_astrocyte
TMEM56,GOAD_astrocyte
TMEM59L,GOAD_astrocyte
TMTC4,GOAD_astrocyte
TNF,GOAD_astrocyte
TNFAIP3,GOAD_astrocyte
TOM1L1,GOAD_astrocyte
TOX,GOAD_astrocyte
TPD52,GOAD_astrocyte
TPRKB,GOAD_astrocyte
TRAF4,GOAD_astrocyte
TRAK2,GOAD_astrocyte
TREM2,GOAD_astrocyte
TRF,GOAD_astrocyte
TRIM34,GOAD_astrocyte
TRNP1,GOAD_astrocyte
TSC22D3,GOAD_astrocyte
TSNAX,GOAD_astrocyte
TSPAN2,GOAD_astrocyte
TSPAN7,GOAD_astrocyte
TTC9B,GOAD_astrocyte
TTYH3,GOAD_astrocyte
TUBB2A,GOAD_astrocyte
TUBB2B,GOAD_astrocyte
TYROBP,GOAD_astrocyte
UBASH3B,GOAD_astrocyte
UBIAD1,GOAD_astrocyte
UCHL1,GOAD_astrocyte
UCK2,GOAD_astrocyte
UQCRFS1,GOAD_astrocyte
USP18,GOAD_astrocyte
USP51,GOAD_astrocyte
VEGFA,GOAD_astrocyte
VHL,GOAD_astrocyte
VIM,GOAD_astrocyte
WDR16,GOAD_astrocyte
WISP1,GOAD_astrocyte
WNT7A,GOAD_astrocyte
WNT7B,GOAD_astrocyte
WSCD2,GOAD_astrocyte
XAF1,GOAD_astrocyte
YWHAH,GOAD_astrocyte
ZC3HAV1,GOAD_astrocyte
ZFP36L2,GOAD_astrocyte
ZFP428,GOAD_astrocyte
ZFP661,GOAD_astrocyte
ZFP710,GOAD_astrocyte